g, c, u0
 4.18,1.74,12.395100
 4.18,1.75,12.612288
 4.18,1.76,12.842944
 4.18,1.77,13.085437
 4.18,1.78,13.337205
 4.18,1.79,13.595227
 4.18,1.80,13.855556
 4.18,1.81,14.114324
 4.18,1.82,14.368898
 4.18,1.83,14.617388
 4.18,1.84,14.859648
 4.18,1.85,15.095996
 4.18,1.86,15.326871
 4.18,1.87,15.552773
 4.18,1.88,15.774321
 4.18,1.89,15.992171
 4.18,1.90,16.207009
 4.18,1.91,16.419503
 4.18,1.92,16.630215
 4.18,1.93,16.839655
 4.18,1.94,17.048205
 4.18,1.95,17.256188
 4.18,1.96,17.463819
 4.18,1.97,17.671266
 4.18,1.98,17.878618
 4.18,1.99,18.085938
 4.18,2.00,18.293246
 4.20,1.00,11.956942
 4.20,1.01,11.877593
 4.20,1.02,11.798214
 4.20,1.03,11.718762
 4.20,1.04,11.639128
 4.20,1.05,11.559158
 4.20,1.06,11.478579
 4.20,1.07,11.397042
 4.20,1.08,11.314033
 4.20,1.09,11.228950
 4.20,1.10,11.141003
 4.20,1.11,11.049325
 4.20,1.12,10.952912
 4.20,1.13,10.850729
 4.20,1.14,10.741770
 4.20,1.15,10.625121
 4.20,1.16,10.500232
 4.20,1.17,10.366871
 4.20,1.18,10.225903
 4.20,1.19,10.079220
 4.20,1.20, 9.929411
 4.20,1.21, 9.779346
 4.20,1.22, 9.631839
 4.20,1.23, 9.489367
 4.20,1.24, 9.354010
 4.20,1.25, 9.227989
 4.20,1.26, 9.113937
 4.20,1.27, 9.014717
 4.20,1.28, 8.933118
 4.20,1.29, 8.871305
 4.20,1.30, 8.830192
 4.20,1.31, 8.809135
 4.20,1.32, 8.807041
 4.20,1.33, 8.822397
 4.20,1.34, 8.853078
 4.20,1.35, 8.896637
 4.20,1.36, 8.950981
 4.20,1.37, 9.014513
 4.20,1.38, 9.085282
 4.20,1.39, 9.161677
 4.20,1.40, 9.242533
 4.20,1.41, 9.327093
 4.20,1.42, 9.414381
 4.20,1.43, 9.503665
 4.20,1.44, 9.594538
 4.20,1.45, 9.686057
 4.20,1.46, 9.777177
 4.20,1.47, 9.866622
 4.20,1.48, 9.953182
 4.20,1.49,10.036179
 4.20,1.50,10.115118
 4.20,1.51,10.189705
 4.20,1.52,10.259690
 4.20,1.53,10.324798
 4.20,1.54,10.384930
 4.20,1.55,10.440700
 4.20,1.56,10.493017
 4.20,1.57,10.543265
 4.20,1.58,10.592975
 4.20,1.59,10.643521
 4.20,1.60,10.695863
 4.20,1.61,10.750781
 4.20,1.62,10.809170
 4.20,1.63,10.872126
 4.20,1.64,10.940653
 4.20,1.65,11.015995
 4.20,1.66,11.099757
 4.20,1.67,11.194392
 4.20,1.68,11.302173
 4.20,1.69,11.424627
 4.20,1.70,11.562564
 4.20,1.71,11.716161
 4.20,1.72,11.885500
 4.20,1.73,12.070574
 4.20,1.74,12.270966
 4.20,1.75,12.485996
 4.20,1.76,12.714329
 4.20,1.77,12.954260
 4.20,1.78,13.203237
 4.20,1.79,13.458302
 4.20,1.80,13.715700
 4.20,1.81,13.971806
 4.20,1.82,14.224301
 4.20,1.83,14.471606
 4.20,1.84,14.713811
 4.20,1.85,14.951409
 4.20,1.86,15.184841
 4.20,1.87,15.414547
 4.20,1.88,15.640999
 4.20,1.89,15.864689
 4.20,1.90,16.086146
 4.20,1.91,16.305884
 4.20,1.92,16.524331
 4.20,1.93,16.741872
 4.20,1.94,16.958791
 4.20,1.95,17.175326
 4.20,1.96,17.391632
 4.20,1.97,17.607828
 4.20,1.98,17.823975
 4.20,1.99,18.040111
 4.20,2.00,18.256246
 4.22,1.00,11.953338
 4.22,1.01,11.869320
 4.22,1.02,11.785257
 4.22,1.03,11.701087
 4.22,1.04,11.616685
 4.22,1.05,11.531877
 4.22,1.06,11.446369
 4.22,1.07,11.359795
 4.22,1.08,11.271621
 4.22,1.09,11.181230
 4.22,1.10,11.087827
 4.22,1.11,10.990546
 4.22,1.12,10.888402
 4.22,1.13,10.780400
 4.22,1.14,10.665606
 4.22,1.15,10.543207
 4.22,1.16,10.412812
 4.22,1.17,10.274388
 4.22,1.18,10.129087
 4.22,1.19, 9.979160
 4.22,1.20, 9.827559
 4.22,1.21, 9.677437
 4.22,1.22, 9.531718
 4.22,1.23, 9.392698
 4.22,1.24, 9.261938
 4.22,1.25, 9.141060
 4.22,1.26, 9.032183
 4.22,1.27, 8.937764
 4.22,1.28, 8.860303
 4.22,1.29, 8.801760
 4.22,1.30, 8.762975
 4.22,1.31, 8.743391
 4.22,1.32, 8.742068
 4.22,1.33, 8.757669
 4.22,1.34, 8.788252
 4.22,1.35, 8.831565
 4.22,1.36, 8.885609
 4.22,1.37, 8.948903
 4.22,1.38, 9.019600
 4.22,1.39, 9.096184
 4.22,1.40, 9.177576
 4.22,1.41, 9.263132
 4.22,1.42, 9.352001
 4.22,1.43, 9.443564
 4.22,1.44, 9.537381
 4.22,1.45, 9.632364
 4.22,1.46, 9.727268
 4.22,1.47, 9.820608
 4.22,1.48, 9.910966
 4.22,1.49, 9.997453
 4.22,1.50,10.079368
 4.22,1.51,10.156219
 4.22,1.52,10.227585
 4.22,1.53,10.293114
 4.22,1.54,10.352664
 4.22,1.55,10.406862
 4.22,1.56,10.456642
 4.22,1.57,10.503402
 4.22,1.58,10.548703
 4.22,1.59,10.594025
 4.22,1.60,10.640500
 4.22,1.61,10.689094
 4.22,1.62,10.740898
 4.22,1.63,10.797250
 4.22,1.64,10.859398
 4.22,1.65,10.928799
 4.22,1.66,11.007188
 4.22,1.67,11.097090
 4.22,1.68,11.200759
 4.22,1.69,11.319666
 4.22,1.70,11.454543
 4.22,1.71,11.605479
 4.22,1.72,11.772462
 4.22,1.73,11.955383
 4.22,1.74,12.153703
 4.22,1.75,12.366616
 4.22,1.76,12.592683
 4.22,1.77,12.830115
 4.22,1.78,13.076372
 4.22,1.79,13.328560
 4.22,1.80,13.583116
 4.22,1.81,13.836647
 4.22,1.82,14.087110
 4.22,1.83,14.333202
 4.22,1.84,14.575222
 4.22,1.85,14.813819
 4.22,1.86,15.049435
 4.22,1.87,15.282452
 4.22,1.88,15.513206
 4.22,1.89,15.742036
 4.22,1.90,15.969326
 4.22,1.91,16.195454
 4.22,1.92,16.420728
 4.22,1.93,16.645420
 4.22,1.94,16.869727
 4.22,1.95,17.093812
 4.22,1.96,17.317776
 4.22,1.97,17.541696
 4.22,1.98,17.765605
 4.22,1.99,17.989524
 4.22,2.00,18.213449
 4.24,1.00,11.949780
 4.24,1.01,11.860141
 4.24,1.02,11.770436
 4.24,1.03,11.680583
 4.24,1.04,11.590434
 4.24,1.05,11.499794
 4.24,1.06,11.408344
 4.24,1.07,11.315694
 4.24,1.08,11.221294
 4.24,1.09,11.124509
 4.24,1.10,11.024542
 4.24,1.11,10.920533
 4.24,1.12,10.811530
 4.24,1.13,10.696589
 4.24,1.14,10.574876
 4.24,1.15,10.445705
 4.24,1.16,10.308888
 4.24,1.17,10.164634
 4.24,1.18,10.014444
 4.24,1.19, 9.860991
 4.24,1.20, 9.707641
 4.24,1.21, 9.557874
 4.24,1.22, 9.414742
 4.24,1.23, 9.280333
 4.24,1.24, 9.155601
 4.24,1.25, 9.041466
 4.24,1.26, 8.939439
 4.24,1.27, 8.851502
 4.24,1.28, 8.779806
 4.24,1.29, 8.726064
 4.24,1.30, 8.691018
 4.24,1.31, 8.674203
 4.24,1.32, 8.674841
 4.24,1.33, 8.691779
 4.24,1.34, 8.723270
 4.24,1.35, 8.767267
 4.24,1.36, 8.821862
 4.24,1.37, 8.885687
 4.24,1.38, 8.956998
 4.24,1.39, 9.034369
 4.24,1.40, 9.116813
 4.24,1.41, 9.203808
 4.24,1.42, 9.294642
 4.24,1.43, 9.388824
 4.24,1.44, 9.485891
 4.24,1.45, 9.584610
 4.24,1.46, 9.683553
 4.24,1.47, 9.781047
 4.24,1.48, 9.875479
 4.24,1.49, 9.965744
 4.24,1.50,10.050916
 4.24,1.51,10.130280
 4.24,1.52,10.203221
 4.24,1.53,10.269305
 4.24,1.54,10.328348
 4.24,1.55,10.380996
 4.24,1.56,10.428212
 4.24,1.57,10.471404
 4.24,1.58,10.512149
 4.24,1.59,10.552048
 4.24,1.60,10.592445
 4.24,1.61,10.634528
 4.24,1.62,10.679601
 4.24,1.63,10.729239
 4.24,1.64,10.784927
 4.24,1.65,10.848333
 4.24,1.66,10.921319
 4.24,1.67,11.006471
 4.24,1.68,11.106021
 4.24,1.69,11.221394
 4.24,1.70,11.353241
 4.24,1.71,11.501565
 4.24,1.72,11.666263
 4.24,1.73,11.847126
 4.24,1.74,12.043496
 4.24,1.75,12.254443
 4.24,1.76,12.478417
 4.24,1.77,12.713546
 4.24,1.78,12.957307
 4.24,1.79,13.206875
 4.24,1.80,13.458866
 4.24,1.81,13.710103
 4.24,1.82,13.958780
 4.24,1.83,14.203820
 4.24,1.84,14.445697
 4.24,1.85,14.685187
 4.24,1.86,14.922720
 4.24,1.87,15.158614
 4.24,1.88,15.393077
 4.24,1.89,15.626307
 4.24,1.90,15.858564
 4.24,1.91,16.090111
 4.24,1.92,16.321153
 4.24,1.93,16.551872
 4.24,1.94,16.782390
 4.24,1.95,17.012811
 4.24,1.96,17.243193
 4.24,1.97,17.473578
 4.24,1.98,17.703980
 4.24,1.99,17.934403
 4.24,2.00,18.164839
 4.26,1.00,11.946267
 4.26,1.01,11.850122
 4.26,1.02,11.753888
 4.26,1.03,11.657458
 4.26,1.04,11.560657
 4.26,1.05,11.463264
 4.26,1.06,11.364934
 4.26,1.07,11.265255
 4.26,1.08,11.163654
 4.26,1.09,11.059484
 4.26,1.10,10.951949
 4.26,1.11,10.840202
 4.26,1.12,10.723338
 4.26,1.13,10.600481
 4.26,1.14,10.470918
 4.26,1.15,10.334125
 4.26,1.16,10.190150
 4.26,1.17,10.039489
 4.26,1.18, 9.884045
 4.26,1.19, 9.726960
 4.26,1.20, 9.572049
 4.26,1.21, 9.423145
 4.26,1.22, 9.283433
 4.26,1.23, 9.154770
 4.26,1.24, 9.037431
 4.26,1.25, 8.931542
 4.26,1.26, 8.837926
 4.26,1.27, 8.758017
 4.26,1.28, 8.693569
 4.26,1.29, 8.646006
 4.26,1.30, 8.615953
 4.26,1.31, 8.603042
 4.26,1.32, 8.606670
 4.26,1.33, 8.625876
 4.26,1.34, 8.659112
 4.26,1.35, 8.704546
 4.26,1.36, 8.760364
 4.26,1.37, 8.825310
 4.26,1.38, 8.897741
 4.26,1.39, 8.976319
 4.26,1.40, 9.060154
 4.26,1.41, 9.148846
 4.26,1.42, 9.241836
 4.26,1.43, 9.338773
 4.26,1.44, 9.439180
 4.26,1.45, 9.541693
 4.26,1.46, 9.644720
 4.26,1.47, 9.746428
 4.26,1.48, 9.845030
 4.26,1.49, 9.939198
 4.26,1.50,10.027765
 4.26,1.51,10.109772
 4.26,1.52,10.184386
 4.26,1.53,10.251089
 4.26,1.54,10.309665
 4.26,1.55,10.360787
 4.26,1.56,10.405454
 4.26,1.57,10.445079
 4.26,1.58,10.481248
 4.26,1.59,10.515689
 4.26,1.60,10.549997
 4.26,1.61,10.585605
 4.26,1.62,10.624030
 4.26,1.63,10.667068
 4.26,1.64,10.716414
 4.26,1.65,10.773938
 4.26,1.66,10.841622
 4.26,1.67,10.922109
 4.26,1.68,11.017610
 4.26,1.69,11.129516
 4.26,1.70,11.258405
 4.26,1.71,11.404192
 4.26,1.72,11.566688
 4.26,1.73,11.745590
 4.26,1.74,11.940122
 4.26,1.75,12.149235
 4.26,1.76,12.371270
 4.26,1.77,12.604280
 4.26,1.78,12.845764
 4.26,1.79,13.092971
 4.26,1.80,13.342693
 4.26,1.81,13.591949
 4.26,1.82,13.839128
 4.26,1.83,14.083335
 4.26,1.84,14.325180
 4.26,1.85,14.565527
 4.26,1.86,14.804774
 4.26,1.87,15.043164
 4.26,1.88,15.280783
 4.26,1.89,15.517702
 4.26,1.90,15.754077
 4.26,1.91,15.990075
 4.26,1.92,16.225822
 4.26,1.93,16.461425
 4.26,1.94,16.696956
 4.26,1.95,16.932468
 4.26,1.96,17.167992
 4.26,1.97,17.403545
 4.26,1.98,17.639128
 4.26,1.99,17.874737
 4.26,2.00,18.110360
 4.28,1.00,11.942791
 4.28,1.01,11.839438
 4.28,1.02,11.735968
 4.28,1.03,11.632249
 4.28,1.04,11.528077
 4.28,1.05,11.423203
 4.28,1.06,11.317256
 4.28,1.07,11.209797
 4.28,1.08,11.100238
 4.28,1.09,10.987921
 4.28,1.10,10.872058
 4.28,1.11,10.751824
 4.28,1.12,10.626373
 4.28,1.13,10.494913
 4.28,1.14,10.356879
 4.28,1.15,10.211926
 4.28,1.16,10.060377
 4.28,1.17, 9.903044
 4.28,1.18, 9.742265
 4.28,1.19, 9.581675
 4.28,1.20, 9.425539
 4.28,1.21, 9.278038
 4.28,1.22, 9.142491
 4.28,1.23, 9.020502
 4.28,1.24, 8.911627
 4.28,1.25, 8.815141
 4.28,1.26, 8.731122
 4.28,1.27, 8.660410
 4.28,1.28, 8.604321
 4.28,1.29, 8.563962
 4.28,1.30, 8.539826
 4.28,1.31, 8.531652
 4.28,1.32, 8.539022
 4.28,1.33, 8.561169
 4.28,1.34, 8.596748
 4.28,1.35, 8.644140
 4.28,1.36, 8.701626
 4.28,1.37, 8.768069
 4.28,1.38, 8.841927
 4.28,1.39, 8.921947
 4.28,1.40, 9.007329
 4.28,1.41, 9.097795
 4.28,1.42, 9.192945
 4.28,1.43, 9.292574
 4.28,1.44, 9.396205
 4.28,1.45, 9.502366
 4.28,1.46, 9.609327
 4.28,1.47, 9.715121
 4.28,1.48, 9.817817
 4.28,1.49, 9.915860
 4.28,1.50,10.007836
 4.28,1.51,10.092510
 4.28,1.52,10.168815
 4.28,1.53,10.236156
 4.28,1.54,10.294295
 4.28,1.55,10.343945
 4.28,1.56,10.386147
 4.28,1.57,10.422321
 4.28,1.58,10.454055
 4.28,1.59,10.483203
 4.28,1.60,10.511636
 4.28,1.61,10.541048
 4.28,1.62,10.573152
 4.28,1.63,10.609935
 4.28,1.64,10.653258
 4.28,1.65,10.705176
 4.28,1.66,10.767787
 4.28,1.67,10.843786
 4.28,1.68,10.935367
 4.28,1.69,11.043906
 4.28,1.70,11.169914
 4.28,1.71,11.313227
 4.28,1.72,11.473572
 4.28,1.73,11.650557
 4.28,1.74,11.843292
 4.28,1.75,12.050616
 4.28,1.76,12.270774
 4.28,1.77,12.501750
 4.28,1.78,12.741080
 4.28,1.79,12.986098
 4.28,1.80,13.233760
 4.28,1.81,13.481265
 4.28,1.82,13.727167
 4.28,1.83,13.970718
 4.28,1.84,14.212616
 4.28,1.85,14.453779
 4.28,1.86,14.694547
 4.28,1.87,14.935072
 4.28,1.88,15.175327
 4.28,1.89,15.415269
 4.28,1.90,15.654966
 4.28,1.91,15.894510
 4.28,1.92,16.133966
 4.28,1.93,16.373387
 4.28,1.94,16.612805
 4.28,1.95,16.852244
 4.28,1.96,17.091714
 4.28,1.97,17.331218
 4.28,1.98,17.570752
 4.28,1.99,17.810309
 4.28,2.00,18.049877
 4.30,1.00,11.939340
 4.30,1.01,11.828388
 4.30,1.02,11.717292
 4.30,1.03,11.605892
 4.30,1.04,11.493956
 4.30,1.05,11.381207
 4.30,1.06,11.267249
 4.30,1.07,11.151621
 4.30,1.08,11.033723
 4.30,1.09,10.912889
 4.30,1.10,10.788350
 4.30,1.11,10.659312
 4.30,1.12,10.525002
 4.30,1.13,10.384725
 4.30,1.14,10.238076
 4.30,1.15,10.084912
 4.30,1.16, 9.925838
 4.30,1.17, 9.762000
 4.30,1.18, 9.596175
 4.30,1.19, 9.432466
 4.30,1.20, 9.275545
 4.30,1.21, 9.129900
 4.30,1.22, 8.998958
 4.30,1.23, 8.884075
 4.30,1.24, 8.784099
 4.30,1.25, 8.697463
 4.30,1.26, 8.623490
 4.30,1.27, 8.562419
 4.30,1.28, 8.515117
 4.30,1.29, 8.482363
 4.30,1.30, 8.464513
 4.30,1.31, 8.461421
 4.30,1.32, 8.472858
 4.30,1.33, 8.498246
 4.30,1.34, 8.536433
 4.30,1.35, 8.586008
 4.30,1.36, 8.645350
 4.30,1.37, 8.713437
 4.30,1.38, 8.788835
 4.30,1.39, 8.870360
 4.30,1.40, 8.957292
 4.30,1.41, 9.049474
 4.30,1.42, 9.146658
 4.30,1.43, 9.248791
 4.30,1.44, 9.355409
 4.30,1.45, 9.464954
 4.30,1.46, 9.575589
 4.30,1.47, 9.685252
 4.30,1.48, 9.791890
 4.30,1.49, 9.893726
 4.30,1.50, 9.989089
 4.30,1.51,10.076450
 4.30,1.52,10.154482
 4.30,1.53,10.222522
 4.30,1.54,10.280326
 4.30,1.55,10.328658
 4.30,1.56,10.368618
 4.30,1.57,10.401633
 4.30,1.58,10.429283
 4.30,1.59,10.453544
 4.30,1.60,10.476571
 4.30,1.61,10.500318
 4.30,1.62,10.526671
 4.30,1.63,10.557763
 4.30,1.64,10.595568
 4.30,1.65,10.642301
 4.30,1.66,10.700172
 4.30,1.67,10.771923
 4.30,1.68,10.859743
 4.30,1.69,10.965007
 4.30,1.70,11.088176
 4.30,1.71,11.229020
 4.30,1.72,11.387184
 4.30,1.73,11.562191
 4.30,1.74,11.753050
 4.30,1.75,11.958499
 4.30,1.76,12.176699
 4.30,1.77,12.405580
 4.30,1.78,12.642730
 4.30,1.79,12.885574
 4.30,1.80,13.131224
 4.30,1.81,13.377047
 4.30,1.82,13.621740
 4.30,1.83,13.864673
 4.30,1.84,14.106598
 4.30,1.85,14.348442
 4.30,1.86,14.590467
 4.30,1.87,14.832723
 4.30,1.88,15.075077
 4.30,1.89,15.317385
 4.30,1.90,15.559649
 4.30,1.91,15.801900
 4.30,1.92,16.044158
 4.30,1.93,16.286439
 4.30,1.94,16.528748
 4.30,1.95,16.771090
 4.30,1.96,17.013463
 4.30,1.97,17.255863
 4.30,1.98,17.498284
 4.30,1.99,17.740720
 4.30,2.00,17.983163
 4.32,1.00,11.935893
 4.32,1.01,11.817376
 4.32,1.02,11.698691
 4.32,1.03,11.579649
 4.32,1.04,11.459995
 4.32,1.05,11.339428
 4.32,1.06,11.217530
 4.32,1.07,11.093826
 4.32,1.08,10.967708
 4.32,1.09,10.838516
 4.32,1.10,10.705504
 4.32,1.11,10.567922
 4.32,1.12,10.425077
 4.32,1.13,10.276381
 4.32,1.14,10.121597
 4.32,1.15, 9.960781
 4.32,1.16, 9.794819
 4.32,1.17, 9.625173
 4.32,1.18, 9.455018
 4.32,1.19, 9.288856
 4.32,1.20, 9.131657
 4.32,1.21, 8.988123
 4.32,1.22, 8.861747
 4.32,1.23, 8.753665
 4.32,1.24, 8.662107
 4.32,1.25, 8.584750
 4.32,1.26, 8.520233
 4.32,1.27, 8.468234
 4.32,1.28, 8.429200
 4.32,1.29, 8.403599
 4.32,1.30, 8.391660
 4.32,1.31, 8.393352
 4.32,1.32, 8.408628
 4.32,1.33, 8.437083
 4.32,1.34, 8.477739
 4.32,1.35, 8.529376
 4.32,1.36, 8.590465
 4.32,1.37, 8.660099
 4.32,1.38, 8.736942
 4.32,1.39, 8.819867
 4.32,1.40, 8.908217
 4.32,1.41, 9.001939
 4.32,1.42, 9.100934
 4.32,1.43, 9.205297
 4.32,1.44, 9.314596
 4.32,1.45, 9.427209
 4.32,1.46, 9.541225
 4.32,1.47, 9.654525
 4.32,1.48, 9.764971
 4.32,1.49, 9.870566
 4.32,1.50, 9.969373
 4.32,1.51,10.059541
 4.32,1.52,10.139459
 4.32,1.53,10.208400
 4.32,1.54,10.266125
 4.32,1.55,10.313465
 4.32,1.56,10.351589
 4.32,1.57,10.381939
 4.32,1.58,10.406080
 4.32,1.59,10.426095
 4.32,1.60,10.444418
 4.32,1.61,10.463255
 4.32,1.62,10.484629
 4.32,1.63,10.510765
 4.32,1.64,10.543693
 4.32,1.65,10.585760
 4.32,1.66,10.639280
 4.32,1.67,10.707046
 4.32,1.68,10.791250
 4.32,1.69,10.893281
 4.32,1.70,11.013578
 4.32,1.71,11.151859
 4.32,1.72,11.307698
 4.32,1.73,11.480537
 4.32,1.74,11.669300
 4.32,1.75,11.872641
 4.32,1.76,12.088653
 4.32,1.77,12.315231
 4.32,1.78,12.550022
 4.32,1.79,12.790546
 4.32,1.80,13.034065
 4.32,1.81,13.278097
 4.32,1.82,13.521470
 4.32,1.83,13.763657
 4.32,1.84,14.005425
 4.32,1.85,14.247679
 4.32,1.86,14.490585
 4.32,1.87,14.734082
 4.32,1.88,14.977945
 4.32,1.89,15.221951
 4.32,1.90,15.466048
 4.32,1.91,15.710230
 4.32,1.92,15.954485
 4.32,1.93,16.198801
 4.32,1.94,16.443167
 4.32,1.95,16.687572
 4.32,1.96,16.932007
 4.32,1.97,17.176463
 4.32,1.98,17.420934
 4.32,1.99,17.665414
 4.32,2.00,17.909898
 4.34,1.00,11.932437
 4.34,1.01,11.806685
 4.34,1.02,11.680741
 4.34,1.03,11.554398
 4.34,1.04,11.427379
 4.34,1.05,11.299364
 4.34,1.06,11.169924
 4.34,1.07,11.038574
 4.34,1.08,10.904712
 4.34,1.09,10.767689
 4.34,1.10,10.626799
 4.34,1.11,10.481342
 4.34,1.12,10.330717
 4.34,1.13,10.174448
 4.34,1.14,10.012461
 4.34,1.15, 9.845008
 4.34,1.16, 9.673227
 4.34,1.17, 9.498867
 4.34,1.18, 9.325429
 4.34,1.19, 9.157698
 4.34,1.20, 9.000786
 4.34,1.21, 8.859477
 4.34,1.22, 8.737273
 4.34,1.23, 8.635139
 4.34,1.24, 8.550830
 4.34,1.25, 8.481432
 4.34,1.26, 8.425008
 4.34,1.27, 8.380765
 4.34,1.28, 8.348783
 4.34,1.29, 8.329256
 4.34,1.30, 8.322305
 4.34,1.31, 8.328008
 4.34,1.32, 8.346484
 4.34,1.33, 8.377476
 4.34,1.34, 8.420157
 4.34,1.35, 8.473470
 4.34,1.36, 8.535973
 4.34,1.37, 8.606864
 4.34,1.38, 8.684904
 4.34,1.39, 8.769001
 4.34,1.40, 8.858538
 4.34,1.41, 8.953550
 4.34,1.42, 9.054074
 4.34,1.43, 9.160347
 4.34,1.44, 9.271986
 4.34,1.45, 9.387327
 4.34,1.46, 9.504421
 4.34,1.47, 9.621130
 4.34,1.48, 9.735263
 4.34,1.49, 9.844612
 4.34,1.50, 9.946967
 4.34,1.51,10.040122
 4.34,1.52,10.122153
 4.34,1.53,10.192268
 4.34,1.54,10.250241
 4.34,1.55,10.296983
 4.34,1.56,10.333745
 4.34,1.57,10.361994
 4.34,1.58,10.383281
 4.34,1.59,10.399780
 4.34,1.60,10.414198
 4.34,1.61,10.428969
 4.34,1.62,10.446211
 4.34,1.63,10.468188
 4.34,1.64,10.496929
 4.34,1.65,10.534885
 4.34,1.66,10.584469
 4.34,1.67,10.648521
 4.34,1.68,10.729243
 4.34,1.69,10.828054
 4.34,1.70,10.945395
 4.34,1.71,11.080962
 4.34,1.72,11.234264
 4.34,1.73,11.404674
 4.34,1.74,11.591048
 4.34,1.75,11.791976
 4.34,1.76,12.005507
 4.34,1.77,12.229513
 4.34,1.78,12.461706
 4.34,1.79,12.699706
 4.34,1.80,12.940903
 4.34,1.81,13.182958
 4.34,1.82,13.424819
 4.34,1.83,13.666055
 4.34,1.84,13.907417
 4.34,1.85,14.149754
 4.34,1.86,14.393123
 4.34,1.87,14.637353
 4.34,1.88,14.882141
 4.34,1.89,15.127204
 4.34,1.90,15.372459
 4.34,1.91,15.617873
 4.34,1.92,15.863414
 4.34,1.93,16.109054
 4.34,1.94,16.354768
 4.34,1.95,16.600534
 4.34,1.96,16.846337
 4.34,1.97,17.092163
 4.34,1.98,17.338005
 4.34,1.99,17.583854
 4.34,2.00,17.829707
 4.36,1.00,11.928968
 4.36,1.01,11.796444
 4.36,1.02,11.663712
 4.36,1.03,11.530547
 4.36,1.04,11.396658
 4.36,1.05,11.261714
 4.36,1.06,11.125282
 4.36,1.07,10.986878
 4.36,1.08,10.845915
 4.36,1.09,10.701772
 4.36,1.10,10.553789
 4.36,1.11,10.401333
 4.36,1.12,10.243900
 4.36,1.13,10.081130
 4.36,1.14, 9.913113
 4.36,1.15, 9.740278
 4.36,1.16, 9.563989
 4.36,1.17, 9.386232
 4.36,1.18, 9.210751
 4.36,1.19, 9.042469
 4.36,1.20, 8.886455
 4.36,1.21, 8.747421
 4.36,1.22, 8.628808
 4.36,1.23, 8.531467
 4.36,1.24, 8.452867
 4.36,1.25, 8.389696
 4.36,1.26, 8.339591
 4.36,1.27, 8.301387
 4.36,1.28, 8.274866
 4.36,1.29, 8.259997
 4.36,1.30, 8.256812
 4.36,1.31, 8.265488
 4.36,1.32, 8.286291
 4.36,1.33, 8.319082
 4.36,1.34, 8.363157
 4.36,1.35, 8.417598
 4.36,1.36, 8.481040
 4.36,1.37, 8.552781
 4.36,1.38, 8.631671
 4.36,1.39, 8.716635
 4.36,1.40, 8.807069
 4.36,1.41, 8.903074
 4.36,1.42, 9.004809
 4.36,1.43, 9.112642
 4.36,1.44, 9.226253
 4.36,1.45, 9.343958
 4.36,1.46, 9.463796
 4.36,1.47, 9.583648
 4.36,1.48, 9.701302
 4.36,1.49, 9.814349
 4.36,1.50, 9.920306
 4.36,1.51,10.016578
 4.36,1.52,10.100898
 4.36,1.53,10.172407
 4.36,1.54,10.230900
 4.36,1.55,10.277377
 4.36,1.56,10.313191
 4.36,1.57,10.339846
 4.36,1.58,10.358889
 4.36,1.59,10.372577
 4.36,1.60,10.383874
 4.36,1.61,10.395413
 4.36,1.62,10.409362
 4.36,1.63,10.427971
 4.36,1.64,10.453218
 4.36,1.65,10.487631
 4.36,1.66,10.533719
 4.36,1.67,10.594359
 4.36,1.68,10.671766
 4.36,1.69,10.767393
 4.36,1.70,10.881715
 4.36,1.71,11.014428
 4.36,1.72,11.164994
 4.36,1.73,11.332723
 4.36,1.74,11.516428
 4.36,1.75,11.714661
 4.36,1.76,11.925445
 4.36,1.77,12.146647
 4.36,1.78,12.376049
 4.36,1.79,12.611356
 4.36,1.80,12.850078
 4.36,1.81,13.089994
 4.36,1.82,13.330175
 4.36,1.83,13.570276
 4.36,1.84,13.811004
 4.36,1.85,14.053119
 4.36,1.86,14.296566
 4.36,1.87,14.541062
 4.36,1.88,14.786245
 4.36,1.89,15.031791
 4.36,1.90,15.277599
 4.36,1.91,15.523626
 4.36,1.92,15.769828
 4.36,1.93,16.016166
 4.36,1.94,16.262607
 4.36,1.95,16.509121
 4.36,1.96,16.755686
 4.36,1.97,17.002284
 4.36,1.98,17.248903
 4.36,1.99,17.495533
 4.36,2.00,17.742168
 4.38,1.00,11.925485
 4.38,1.01,11.786679
 4.38,1.02,11.647653
 4.38,1.03,11.508169
 4.38,1.04,11.367932
 4.38,1.05,11.226603
 4.38,1.06,11.083757
 4.38,1.07,10.938921
 4.38,1.08,10.791535
 4.38,1.09,10.641018
 4.38,1.10,10.486773
 4.38,1.11,10.328239
 4.38,1.12,10.165022
 4.38,1.13, 9.996886
 4.38,1.14, 9.824071
 4.38,1.15, 9.647179
 4.38,1.16, 9.467761
 4.38,1.17, 9.287993
 4.38,1.18, 9.111768
 4.38,1.19, 8.943995
 4.38,1.20, 8.789503
 4.38,1.21, 8.652764
 4.38,1.22, 8.537085
 4.38,1.23, 8.443269
 4.38,1.24, 8.368697
 4.38,1.25, 8.309874
 4.38,1.26, 8.264170
 4.38,1.27, 8.230154
 4.38,1.28, 8.207381
 4.38,1.29, 8.195640
 4.38,1.30, 8.194895
 4.38,1.31, 8.205412
 4.38,1.32, 8.227575
 4.38,1.33, 8.261337
 4.38,1.34, 8.306087
 4.38,1.35, 8.361023
 4.38,1.36, 8.424848
 4.38,1.37, 8.496954
 4.38,1.38, 8.576274
 4.38,1.39, 8.661731
